,full_text,clean_text,cluster
114,"@gfepard kasian bgt kdrt, kok km tahan",kasihan kdrt tahan,0
115,https://t.co/wac8dIvYTs,,0
116,"@NdrewsTjan @angewwie So you agree kalau KDRT dan affair, cerai menjadi salah satu solusi?",so you agree kdrt affair cerai salah solusi,1
117,"@nneiva_ @21flawss @tanyakanrl Iya kdrt jelas kabur lah ngapain kekerasan bisa meningkat ke pembunuhan \n\nnyawa tetep utama\n\nsetelah proses"" itu maksudnya proses perceraian ya ?""",iya kdrt kabur ngapain keras tingkat bunuh nnnyawa utamannsetelah proses maksud proses cerai,1
118,stop kdrt😡‼️@levmbur https://t.co/mxMXqUw2w0,stop kdrt,0
119,"@ray_kairi @A_wisesa_k @xxtravert saya bukan mengomentari kasus desta tapi statement selingkuh adalah masalah pribadi beda dengan KDRT"" karena bagi saya selingkuh adalah kekerasan.\n\nsemoga membantu 🙏🏼""",komentar desta statement selingkuh pribadi beda kdrt selingkuh kekerasannnsemoga bantu,0
120,@flore_ta @NdrewsTjan iya tapi bermasalah kan?,iya masalah,1
121,"@angewwie Dulu pas masih masih SD berharap ibu gua cere trus nikah lagi dpt suami yg baik wkwk,serem liat emak dipukulin pas berantem,walaupun papah udh gak ada,tpi masih ada rasa kesel juga,kdrt,selingkuh,nafkah kurang,menderita sekali",pas sd harap cere nikah suami wkwkserem liat emak dipukulin pas berantemwalaupun papah adatpi kesal jugakdrtselingkuhnafkah kurangmenderita,1
122,@anyaselalubenar Yg diberitakan media cuma pasangan yg negatif (cerai/selingkuh/kdrt) saja.. pdhl pasangan yg positif (setia/harmonis/bahagia) itu lbh banyak tp jarang diberitakan,berita media pasang negatif ceraiselingkuhkdrt pasang positif setiaharmonisbahagia jarang berita,0
123,@angewwie @flore_ta Gk ada namanya suami istri yg gk bermasalah. Semua akan bermasalah. Cma bedanya mau memperbaiki atau gak. Itu aja. Ini dikuar kasus kdrt dan affair yah.,gk nama suami istri masalah masalah cma beda baik kuar kdrt affair yah,1
124,"Adapun dua permohonan penghentian penuntutan berdasarkan Restorative Justice yang diajukan adalah atas perkara pencurian sebagaimana diatur dalam Pasal 362 KUHP, dan atas perkara Kasus Kekerasan Dalam Rumah Tangga (KDRT) atau Kekerasan Terhadap Anak sebagaimana yang diatur dalam",mohon henti tuntut dasar restorative justice aju perkara curi atur pasal kuhp perkara keras rumah tangga kdrt keras anak atur,2
125,"Target filmya ditujukan ke para orang tua biar mereka memahami sudut pandang anak2 yg ortunya bercerai, yg sangat tdk enak dimana saat masih kecil sudah punya beban menentukan ikut ayah atau ibunya. \n\n( pembahasan ini mengecualikan kasus kdrt ke istri dan anak ) https://t.co/m27Qa6ptUo",target filmya orang tua biar paham sudut pandang anak ortunya cerai enak mana beban tentu ayah ibu nn bahas kecuali kdrt istri anak,1
126,"@LeeTitis @masmasayamkfc @tanyarlfes Ngeri lah KDRT loh. Kenapa ga dari awal nyari yang mau pake hijab? Atau dilonggarin jadi pake pakaian tertutup dan longgar meskipun ga pake hijab, atau pake hijab di acara tertentu. Tapi udah cerai ya, berarti udah ga bisa kompromi. Turut bersedih. :(",ngeri kdrt loh cari pakai hijab dilonggarin pakai pakai tutup longgar pakai hijab pakai hijab acara cerai kompromi sedih,2
127,https://t.co/Fo4BIdxEtw,,0
128,Kdrt,kdrt,1
129,"Selama bukan kasus affair dan kdrt, divorce seharusnya tdk dilakukan. \nDalam kasus affair saja kalau pasangannya diberi kesempatan dan berubah, maka tdk perlu berpisah. \n\nSedangkan dalam kasus kdrt divorce bsa dilakukan untuk keselamatan korban kdrt ( termasuk anak2 )",affair kdrt divorce ndalam affair pasang sempat ubah pisah nnsedangkan kdrt divorce selamat korban kdrt anak,1
130,"@gesangnurh Kalo kiblatnya kek orang tuaku, saling memahami dan kerja sama biiznillah, mau. Tapi setelah dewasa trus ke asumsi sama pahitnya getir hidup  dari orang lain soal ekonomi tanpa kerjasama, kdrt, cerai. Mendingan hilang dari muka bumi.",kalo kiblat kek orang tua paham kerja biiznillah dewasa asumsi pahit getir hidup orang ekonomi kerjasama kdrt cerai mending hilang muka bumi,1
131,"Padahal mostly orang memilih bercerai itu karena affair dan kdrt.\n\nNyokap udah berkali kali memaafkan bokap tapi dia gak brubah2, akhirnya milih pisah.\n\nBeberapa tahun kemudian, nyokap ketemu pengganti bokap yang lebih baik, ngertiin dia dan lebih bertanggung jawab. Can you i...",mostly orang pilih cerai affair kdrtnnnyokap kali kali maaf ayah brubah pilih pisahnnbeberapa nyokap ketemu ganti ayah ngertiin tanggung can you i,1
132,@hoobaei @tanyarlfes Paling takut KDRT sama perselingkuhan 😩,takut kdrt selingkuh,1
133,"selalu mikir aneh yang ngumbar kejelekan pasangan di sosmed\n\nkecuali kdrt, itu udh harus ditolong org",mikir aneh ngumbar jelek pasang sosmednnkecuali kdrt tolong orang,1
134,"@NdrewsTjan @C0ffeeblossoms hepi aja bs ktmu dua org tuanya malah dia hubungannya harmonis sm org tua tirinya. Terserah sih kalau mau memaksakan atau menormalisasi affair dn kdrt, atau lki tukang judi dkk. Krn endingnya jga bknnya nglindungin anak yg ada membuat environment ga sehat  apalagi diksh contoh gt",hepi ketemu orang tua hubung harmonis orang tua tiri serah sih paksa normalisasi affair dn kdrt lki tukang judi dkk krn endingnya bknnya nglindungin anak environment sehat diksh contoh,0
135,"betul. orang dewasa jaman skrg hal kecil kaya gini aj masih gangerti. suka heran.\n\nkecuali ya kecuali, ada kdrt atau hal yg memang diharuskan untuk berpisah.",orang dewasa jaman kaya gin gangerti suka herannnkecuali kecuali kdrt harus pisah,1
136,"Adalagi nih, opini sampah.\nCowok yg selingkuh, cewek yg ikut disalahin lagi.\nsemua ada sebab akibat, kita ga tau di blkgnya gmn.""\n\nJadi kalo ada kasus kdrt, abuse, bullying, pemerkosaan, jgn2 lo bakal nyalahin korbannya jg? Wkwkkwwk""",adalagi nih opini sampahncowok selingkuh cewek disalahin laginsemua akibat blkgnya gmnnnjadi kdrt abuse bullying perkosa nyalahin korban wkwkkwwk,1
137,"@reflecthoughtss Nah. Kadang suka heran orang kok pikirannya selama ga KDRT dan selingkuh"". Seolah cuma itu doang parameternya dan perempuan harus nurunin standard banget. Padahal jelas2 pertimbangan utama itu mengamalkan agama, insya Allah aspek yg lain2 juga jadi baik.""",kadang suka heran orang pikir kdrt selingkuh parameter perempuan nurunin standard timbang utama amal agama insya allah aspek,1
138,"@semestananta Setujuuu, bhkan di kdrt aja kadang tahan",setujuuu bhkan kdrt kadang tahan,1
139,"Yg selingkuh, yg cerai, yg kdrt, negatif side relationship lainnya pasti byk sih gacuma kalangan seleb. Mending fokus sama masing2 aja yuk, take a lesson. Jgn sampe kita menuh2in pengadilan agama, jgn sampe kita ngasih trauma ke org2 tersayang.",selingkuh cerai kdrt negatif side relationship sih gacuma kalang seleb mending fokus yuk take a lesson jgn menuhin adil agama kasih trauma orang sayang,1
140,https://t.co/6WDVwSnDoz,,0
141,"@scftxjakeu @tanyakanrl 1.reallife,cuma beda versi dikit,cweknya hamdul wkt sekolah SMA kelas 3 dan laki2nya jg sama.keluar sekolah,nikah siri,sicewe diem di rumah lakinya,lakinya maen mulu plg malem,gk mau kerja,ada kdrt jg,dan akhirnya putusin buat cerai.",reallifecuma beda versi dikitcweknya hamdul sekolah sma kelas laki samakeluar sekolahnikah sirisicewe diam rumah lakinyalakinya main pulang malemgk kerjaada kdrt jgdan putusin cerai,1
142,@kegblgnunfaedh kdrt  = kurang duit ribut terus 🌹,kdrt duit ribut,1
143,"@tanyakanrl Beda lagi ama suami temenku, kebiasaan pas jomlo pada mabuk. Sampai punya dua anak, masih mabuk. KDRT, main perempuan dan itu juga karena kumpulnya ama org2 yg suka mabuk juga. Emang gak ada niat berubah sih.",beda suami temenku biasa pas jomlo mabuk anak mabuk kdrt main perempuan kumpul orang suka mabuk emang niat ubah sih,1
144,"@arunajrID @tanyakanrl dulu gue pernah mikir gini sih. ternyata pas ngeliat pake mata kepala sendiri dari kejadian ortu, nope. selingkuh itu penyakit. dan itu baru awalnya. biasanya dilanjutin dengan kdrt 🥲",mikir gin sih pas ngeliat pakai mata kepala jadi orangtua nope selingkuh sakit dilanjutin kdrt,1
145,Lim Ji Yeon Jadi Korban KDRT di Drama Terbaru https://t.co/Zxof1WMWXR,lim ji yeon korban kdrt drama baru,2
146,"Para suami istri ini kalau mau cerai cba pikirin anak2nya. Cma krna ego digedein, anak2 yg masih kecil jadi bingung bapak ibunya pisah dan gk tau mau ikut siapa. Dikira enak kali ya lihat bgtuan",suami istri cerai cba pikirin anak cma ego digedein anak bingung ibu pisah enak kali lihat bgtuan,1
147,@MGY96exp Emosi. Dia ceritanya udh kaya korban KDRT 😭😭😭,emosi cerita kaya korban kdrt,1
148,https://t.co/ZTGaGq7goE\n\n*Nasaruddin Umar Sebut Sulawesi Utara Percontohan Toleransi*,umar sulawesi utara contoh toleransi,0
149,カリステおかえりなさい！,,0
150,Ada KDRT di Rumah Tangga Desta-Natasha Rizki? Ini Jawaban Pengacara https://t.co/1rN1Uilosc,kdrt rumah tangga destanatasha rizki acara,0
151,"@tanyakanrl Orang menghakimi hanya dengan melihat bidadari surga, tanpa tahu apa yang ada dibalik layar rumah tangga. \n\nSelingkuh itu bukan sebab, selingkuh itu akibat. \n\nHubungan itu kerja sama, artinya kalo ada akibat, pasti ada pritilan² kecil yang ga beres dan gagal diberesin selama ini.",orang hakim bidadari surga balik layar rumah tangga nnselingkuh selingkuh akibat nnhubungan kerja akibat pritilan beres gagal resin,0
152,"pasang surut keadaan rumah tangga, walopun ngeluh ngedumel ada, tapi mereka ga ada tuh kata pisah, kakek gue juga senaksir dan sesayang itu ke nenek gue, gak pernah kdrt, gak pernah terlintas orang ketiga di pikiran kakek gue.",pasang surut rumah tangga walopun keluh ngedumel tuh pisah kakek senaksir sayang nenek kdrt lintas orang tiga pikir kakek,1
153,@inipicem Inj kaya sinetron korban KDRT,inj kaya sinetron korban kdrt,1
154,@secdutive Kdrt lu,kdrt,1
155,Perkoro bebek gak munggah truck dikiro kdrt -_- https://t.co/JYf67V51AJ,perkoro bebek munggah truck dikiro kdrt,1
156,"@bagasprasetyo_2 @tanyakanrl Bagaimana menilai kesiapan seseorang berdasar mental/emosional mas?\nGa akan ada yg tau mas emosional dan keadaan seseorang di depannya. mnrt sy. Bnyaknya kasus perceraian,selingkuh kdrt membuktikan, tdk smua harapan sesuai kenyataan.",nilai kesiap dasar mentalemosional masnga mas emosional depan bnyaknya perceraianselingkuh kdrt bukti harap sesuai nyata,2
157,@mainanmulu Waduh apaan yg jadi panutan ortu cerai grgr ayah kdrt ibu kyknya gak patut jadi panutan😌\nAda sih mertua rumah tangga udah hampir 23 tahun mungkin kyknya layak jadi panutan bagi diriku yg baru nikah 3 bulanan😌,panutan orangtua cerai grgr ayah kdrt patut panutannada sih mertua rumah tangga layak panutan diri nikah bulan,1
158,Pernah kepikiran buat ga menikah/takut menikah? Alasannya kenapa?,pikir menikahtakut meni alas,1
159,"@svtunning @mainanmulu Tau ny public figure lebih baik dari orang tua itu gimana? Ini konteks nya bukan ke yg jelas2 kita liat misal ortu ny kdrt gitu, ini ngomongin yg general aja yg sama2 kulitnya baik2 aja",tau ny public figure orang tua gimana konteks nya liat orangtua ny kdrt bicara general kulit,1
160,"dulu pernah mikir gamau nikah gara-gara banyak kasus selingkuh, kdrt, perceraian, dll🥲 TAKUT BRO. kek mikir mending jadi rich aunty yang enjoying herself and living her best life ajalah",mikir nikah garagara selingkuh kdrt cerai takut bro kek mikir mending rich aunty enjoying herself and living her best life,1
161,"berita sekarang semuanya tentang selingkuh, cerai dan kdrt. 🙃",berita selingkuh cerai kdrt,1
162,"@HeryIdris5 @islah_bahrawi Dia itu stress.\n\nPartai (PAN) yg dia dirikan diambil alih besan""nya.\nAnaknya menantu yg ambil alih PAN, tdk memihak dia.\nTp sialnya, anaknya tsb diceraikan sang istri dgn tuduhan Pemabuk, KDRT, malah dibilang ODGJ 🤣😂""",stressnnpartai pan diri ambil alih besannyananaknya menantu ambil alih pan diantp sial anak cerai sang istri tuduh mabuk kdrt bilang odgj,1
163,@chacardinals kalo nikah cepet2 trus ternyata calon suami gw orang gak bener gimana donk pak ^_^ angka kematian krn kdrt dan bunuh diri naik juga soalnya ^__^,nikah cepat calon suami orang gimana donk angka mati kdrt bunuh,1
164,"@tanyarlfes Kecuali kalau sampe ada yg up berita selingkuh, kdrt dsb, itu aku sendiri yang mending menghindari nonton itu orang, eneg sendiri liatnya nanti",kecuali up berita selingkuh kdrt mending hindar nonton orang eneg liat,1
165,"@mainanmulu Bapak saya juga selingkuh, mana kdrt lagi 🙂",selingkuh kdrt,1
166,"@olippoo @txtdrimedia Hooh betul, aku kalo ngamatin beliau berdua ya begitu2 mulu, berantem pagi, ntar salah satu ngalah, ntar sore udh pergi berdua lagi, ntar debat lagi kek adaa aja 😂😂\nSbg anak yaudah liatin aja asal masih dalam batas wajar ga sampe kdrt 😁",hooh ngamatin beliau dua tengkar pagi salah ngalah sore pergi dua debat kek adaa nsbg anak yaudah lihat batas wajar kdrt,1
167,@VindhTR dikira sakit hati cm disebabkan sm kdrt/cheating doang kali ye. lupa kl ada silent treatment yg nyiksa bgt dan sgl antek antekny,sakit hati sebab kdrtcheating kali ye lupa silent treatment siksa sgl antek antekny,0
168,@gesangnurh KDRT dan maraknya perselingkuhan,kdrt marak selingkuh,0
169,@luvableladyy cepet sembuh y kk... bkn kdrt kan ? 🤭,cepat sembuh y kakak kdrt,1
170,"@masmasayamkfc @tanyarlfes Nomor 4 tu jebakan ege, di luar nalar, aku ada case soal tetangga ku, dia dri sklh dah pacaran trus stlh lulus pun masi langgeng ampe merried bikin usaha juga bareng, tpi hubungan mereka berakhir karna KDRT cuman karna cewenya gamau pake hijab, ngeri gak si.",nomor jebak ege nalar case tetangga ku sekolah pacar lulus mas langgeng ampe merried bikin usaha bareng hubung kdrt cewenya pakai hijab ngeri,2
171,Takut nikah takut cere takut kdrt blablabla ahh payah pala charger..,takut nikah takut cere takut kdrt blablabla ahh payah pala charger,1
172,"@tanyarlfes 1. komunikasi \n2.ekonomi\n3.sifat pasangan , kayak sblum nikah orngny gimana mudah temprament atau gak. klau orng ny temprament mending akhiri saja sblum trlambat. drpada setelah nikah malah kdrt\n4.yang paling pnting kalau untuk wanita giman kelurga pasangan ke kita.",komunikasi nekonominsifat pasang sblum nikah orngny gimana mudah temprament orang ny temprament mending sblum trlambat drpada nikah kdrtnyang wanita gim kelurga pasang,1
173,"@tanyakanrl Sebenernya kasus hamil di luar nikah gini kalo cowoknya gk mau tanggung jawab nikahin ya udah, gak usah dipaksa nikah. Kalau dipaksa nikah, seringnya berakhir gk baik... Biasanya krn kdrt.",sebenernya hamil nikah gin cowok tanggung nikahin paksa nikah paksa nikah kdrt,1
174,"ada perwira polisi ketauan selingkuh sama LC eh bininya malah di KDRT, tpi  ampe skrng gak kena hukuman ap2 ckkckck",perwira polisi tau selingkuh lc eh bini kdrt ampe kena hukum ap ckkckck,0
175,"@JustTalkID @21flawss @tanyakanrl Katolik jg seperti itu kok, cmn dgn terms &amp; kondisi apalagi bersangkutan dgn kemanusiaan, kdrt, zinah berulang, keturunan. Setelah proses jg mrk masih dihukum"" dgn tdk boleh terima komuni ketika gereja. Dgn begitu menurutku katolik ttp menjaga umatnya utk bela hak manusianya""",katolik terms kondisi sangkut manusia kdrt zinah ulang turun proses hukum terima komuni gereja dgn turut katolik jaga umat bela hak manusia,0
176,@realAmienRais Hastag lwan kezaliman tp anaknya pelaku kdrt ialah mbah mbah didik anaknya aja g becus,hastag lwan zalim anak laku kdrt mbah mbah didik anak becus,2
177,"ditengah gempuran banyaknya kasus perselingkuhan, faktor ekonomi, kdrt dll?????",tengah gempur banyak selingkuh faktor ekonomi kdrt,0
178,"@einedame Sebelumnya juga ada glorifikasi pasangan seleb... tapi akhirnya mencuat kasus KDRT, aib²nya dikulik netizen, dan berujung gugatan cerai (walau akhirnya gak jadi)\n\nSekarang si pasangan gak pernah diglorifikasi lagi 😅",glorifikasi pasang seleb cuat kdrt aib nya lik netizen ujung gugat cerai jadinnsekarang pasang diglorifikasi,1
179,@tanyarlfes Ada ga sih dari kalian yg menikah tanpa melalui jalur pacaran? Terus akhirnya kok bisa yakin bgt buat nikah sama pasangan kalian yg notabene ga melalui jalur pacaran buat kenal sama sifat &amp; kepribadiannya? TIA,sih meni jalur pacar nikah pasang notabene jalur pacar kenal sifat pribadi tia,1
180,"Sangat sulit melepaskan diri dari belenggu kekerasan, yang pelakunya merupakan keluarga. Belenggu dan siklus toksik terjadi dalam lingkaran KDRT dan utamanya kekerasan seksual seperti inses.\n\n#komnasperempuan #spptpkktp #kdrt #kekerasanseksual #perempuan https://t.co/dWrA5rYTre",sulit lepas belenggu keras laku keluarga belenggu siklus toksik lingkar kdrt utama keras seksual insesnnkomnasperempuan spptpkktp kdrt kekerasanseksual perempuan,0
181,@Riiverlyn @olippoo @txtdrimedia Tapi ibuku memilih bertahan sampai maut memisahkan walaupun korban KDRT,ibu pilih tahan maut pisah korban kdrt,1
182,"Ma'ruf Amin: Jangan nunda nikah!\n\nMa'ruf Amin merespon riset Bappenas mengenai prediksi pertumbuhan penduduk yang melambat 0.67% setiap tahunnya mulai thn 2020 - 2050\n\nKalau pada nunda nikah, nanti kedepannya banyakan yang tua, yang masih usia produktif jadi berkurang jumlahnya"" https://t.co/mX0sGLL1It""",maruf amin nunda nikahnnmaruf amin merespon riset bappenas prediksi tumbuh duduk lambat tahun nnkalau nunda nikah depan banyak tua usia produktif kurang,1
183,"Bahkan untuk pasangan yang aktif berbagi konten tentang hubungan mereka di dunia maya, selalu (kelihatan) bahagia dan harmonis. Nanti kalau sesekali satu pihak diem, pengikutnya bisa spekulasi ada masalah dalam hubungan mereka. Gw pribadi sih ngga nyaman begini.",pasang aktif bagi konten hubung dunia maya bahagia harmonis diam ikut spekulasi hubung gw pribadi sih nyaman,1
184,Respons Sandiaga Uno soal Imbauan MUI soal Konser Coldplay di GBK Tidak Dilanjutkan https://t.co/lKzoo3viIb,respons sandiaga uno imbau mui konser coldplay gbk lanjut,1
