full_text,clean_text,tokenized_sents,polarity_score,polarity
"Kemaren marahin tetangga kayak gini gara2 dia sering berantem sm suaminya sampe pengen cerai, tp ditahan gara2 kasian nanti anak2nya kena mental kalo ortunya cerai, padahal anaknya lebih kena mental liat ortunya berantem tiap hari sampe kdrt",kemaren marahin tetangga gin gara tengkar suami cerai tahan gara kasihan anak kena mental ortunya cerai anak kena mental liat ortunya tengkar kdrt,"['kemaren', 'marahin', 'tetangga', 'gin', 'gara', 'tengkar', 'suami', 'cerai', 'tahan', 'gara', 'kasihan', 'anak', 'kena', 'mental', 'ortunya', 'cerai', 'anak', 'kena', 'mental', 'liat', 'ortunya', 'tengkar', 'kdrt']",-33,2
@naurar Kdrt namanya ini,kdrt nama,"['kdrt', 'nama']",0,0
"Dari kecil di KDRT mulu capek aslinya sih, kepala dipukul pakek balok kayu juga pernah, apalagi ya dilempar piring hampir setiap hari, mau dilempar gas juga pernah WKWK. Sungguh ironi sekali, apalagi ya intinya banyak deh. Hmm bangun tidur diguyur air seember juga pernah woy",kdrt capai asli sih kepala pukul pakai balok kayu lempar piring lempar gas wkwk sungguh ironi inti deh hmm bangun tidur guyur air ember woy,"['kdrt', 'capai', 'asli', 'sih', 'kepala', 'pukul', 'pakai', 'balok', 'kayu', 'lempar', 'piring', 'lempar', 'gas', 'wkwk', 'sungguh', 'ironi', 'inti', 'deh', 'hmm', 'bangun', 'tidur', 'guyur', 'air', 'ember', 'woy']",-4,2
"Target filmya ditujukan ke para orang tua biar mereka memahami sudut pandang anak2 yg ortunya bercerai, yg sangat tdk enak dimana saat masih kecil sudah punya beban menentukan ikut ayah atau ibunya. \n\n( pembahasan ini mengecualikan kasus kdrt ke istri dan anak ) https://t.co/m27Qa6ptUo",target filmya orang tua biar paham sudut pandang anak ortunya cerai enak mana beban tentu ayah ibu nn bahas kecuali kdrt istri anak,"['target', 'filmya', 'orang', 'tua', 'biar', 'paham', 'sudut', 'pandang', 'anak', 'ortunya', 'cerai', 'enak', 'mana', 'beban', 'tentu', 'ayah', 'ibu', 'nn', 'bahas', 'kecuali', 'kdrt', 'istri', 'anak']",-12,2
"@ahleaissleeping Nangis dipukul sama mba, KDRT nih..",nang pukul mba kdrt nih,"['nang', 'pukul', 'mba', 'kdrt', 'nih']",-8,2
@marksupilamiee KDRT?,kdrt,['kdrt'],0,0
"Para suami istri ini kalau mau cerai cba pikirin anak2nya. Cma krna ego digedein, anak2 yg masih kecil jadi bingung bapak ibunya pisah dan gk tau mau ikut siapa. Dikira enak kali ya lihat bgtuan",suami istri cerai cba pikirin anak cma ego digedein anak bingung ibu pisah enak kali lihat bgtuan,"['suami', 'istri', 'cerai', 'cba', 'pikirin', 'anak', 'cma', 'ego', 'digedein', 'anak', 'bingung', 'ibu', 'pisah', 'enak', 'kali', 'lihat', 'bgtuan']",-6,2
"@angewwie Ayahku nikah tp tidurin cewe sanasini-ga kasih nafkah-kdrt, ibuku dilarang cerai sama ortu&amp;mertua, harus bertahan demi anak². Hasilnya anak²nya malah sakit jiwa""+ibu yg trauma meski bs cerai di 25th pernikahan. Nikah itu ayah+ibu.bukan ibu+anak. Cerai aja drpd nyakitin jiwa anak""",ayah nikah tidurin cewek sanasiniga kasih nafkahkdrt ibu larang cerai ortuampmertua tahan anak hasil anak nya sakit jiwaibu trauma cerai th nikah nikah ayahibubukan ibuanak cerai sakit jiwa anak,"['ayah', 'nikah', 'tidurin', 'cewek', 'sanasiniga', 'kasih', 'nafkahkdrt', 'ibu', 'larang', 'cerai', 'ortuampmertua', 'tahan', 'anak', 'hasil', 'anak', 'nya', 'sakit', 'jiwaibu', 'trauma', 'cerai', 'th', 'nikah', 'nikah', 'ayahibubukan', 'ibuanak', 'cerai', 'sakit', 'jiwa', 'anak']",-28,2
@supermirket KOK KM KDRT SI,km kdrt,"['km', 'kdrt']",0,0
@21flawss @tanyakanrl Klo kdrt trus gak bisa cerai? Siap2 tiap hari terima kdrt yaaa,klo kdrt cerai terima kdrt yaaa,"['klo', 'kdrt', 'cerai', 'terima', 'kdrt', 'yaaa']",-2,2
"@angewwie di tweet selanjutnya dia bilang sih ini diluar abuse/kdrt.\n\ngak belian belio loh yah. sebage kaum chronically online, aku tau kdg dia agak lain 🌚\n\nhttps://t.co/KSOQpM9izI",tweet bilang sih luar abusekdrtnngak belian belio loh yah sebage kaum chronically online kadang nn,"['tweet', 'bilang', 'sih', 'luar', 'abusekdrtnngak', 'belian', 'belio', 'loh', 'yah', 'sebage', 'kaum', 'chronically', 'online', 'kadang', 'nn']",3,1
"Seringkali kejadian yg melakulan selingkuh, KDRT, dan gak bertanggung jawab atas keluarga itu si suami. \nBukannya ga ada istri yg begitu, tapi lebih banyak istri yg jadi korban, terutama dalam hal menanggung anak.",seringkali jadi melakulan selingkuh kdrt tanggung keluarga suami nbukannya istri istri korban tanggung anak,"['seringkali', 'jadi', 'melakulan', 'selingkuh', 'kdrt', 'tanggung', 'keluarga', 'suami', 'nbukannya', 'istri', 'istri', 'korban', 'tanggung', 'anak']",-13,2
"@LUNERPW Kamu kalau di sentil matanya,marah ga?",sentil matanyamarah,"['sentil', 'matanyamarah']",0,0
ばゃーに優しすぎる。気にかけてくれてたんかな,,[],0,0
"Klo dl usia 20an wah byk yg nikah, turut hepi dan ngerasa FOMO juga. Tp stlh usia 30an, yg cerai berbaris panjang. Dan ngerasa sedih juga. But if someones happy after divorce aplg klo ada KDRT entah sekadar gaslight atw smp dera fisik, ya itu baik sekali utk mereka bahkan anak2.",klo usia an nikah hepi fomo tp usia an cerai bar sedih but if someones happy after divorce aplg kdrt gaslight smp dera fisik anak,"['klo', 'usia', 'an', 'nikah', 'hepi', 'fomo', 'tp', 'usia', 'an', 'cerai', 'bar', 'sedih', 'but', 'if', 'someones', 'happy', 'after', 'divorce', 'aplg', 'kdrt', 'gaslight', 'smp', 'dera', 'fisik', 'anak']",-5,2
Mana Bu Misae juga emosian. Belum lagi anaknya cabul dua2nya. Anjingnya juga korban KDRT.,bu misae emosi anak cabul dua anjing korban kdrt,"['bu', 'misae', 'emosi', 'anak', 'cabul', 'dua', 'anjing', 'korban', 'kdrt']",-16,2
"Orang-orang yang ngomong “jangan cerai, kasian anak” itu pernah gak ya terbersit betapa lebih kasiannya kalo si anak ini harus liat orang tuanya teriak-teriakan tiap hari, diem-dieman sepanjang tahun, atau sekalinya (terpaksa) ngomong sambil banting barang.\n\nI mean…",orangorang bicara cerai kasihan anak bersit betapa kasi anak liat orang tua teriakteriakan diemdieman sekali paksa bicara banting barangnni mean,"['orangorang', 'bicara', 'cerai', 'kasihan', 'anak', 'bersit', 'betapa', 'kasi', 'anak', 'liat', 'orang', 'tua', 'teriakteriakan', 'diemdieman', 'sekali', 'paksa', 'bicara', 'banting', 'barangnni', 'mean']",-12,2
"GAK DULU. testi langsung ini dari anak yang ngalamin 30++ tahun dalam hidupnya dibawah pernikahan orang tua yang keliatannya baik2 aja padahal enggak. ps. yes, no affairs, no kdrt, tapi yang jelas tidak baik-baik saja.",testi langsung anak ngalamin hidup bawah nikah orang tua liat ps yes no affairs no kdrt baikbaik,"['testi', 'langsung', 'anak', 'ngalamin', 'hidup', 'bawah', 'nikah', 'orang', 'tua', 'liat', 'ps', 'yes', 'no', 'affairs', 'no', 'kdrt', 'baikbaik']",0,0
"@angewwie @flore_ta @NdrewsTjan tp kalau udah nyangkut keimanan (ada yang murtad), kdrt dan kebatilan dalam rumah tangga, emang harus cerai sih kata pak ustad",nyangkut iman murtad kdrt batil rumah tangga cerai sih ustad,"['nyangkut', 'iman', 'murtad', 'kdrt', 'batil', 'rumah', 'tangga', 'cerai', 'sih', 'ustad']",-13,2
"@vannillaas @anotherslice_r @tanyakanrl Tp menurutku inara makin ke sini makin too much information, jatohnya emg nyebar aib sih. Klo cm bagian selingkuh doang sih gpp harusnya",tp turut inara too much information jatohnya nyebar aib sih klo selingkuh sih apa,"['tp', 'turut', 'inara', 'too', 'much', 'information', 'jatohnya', 'nyebar', 'aib', 'sih', 'klo', 'selingkuh', 'sih', 'apa']",-16,2
移動日も時間までみっちり練習する選手を見ると自分も頑張らないとなーって思うわ,,[],0,0
"ya serah dah, giliran ada KDRT ntar diem aja 😔",serah gilir kdrt diam,"['serah', 'gilir', 'kdrt', 'diam']",-3,2
"Yg penting masalahnya bukan perselingkuhan dan kdrt,\nKarna gue anak yg ortunya selingkuh dan kdrt, gue kasian sama adek gue yg lihat itu, dari dlm kandungan bpk selingkuh, gue sih mending ortu cerai",selingkuh kdrtnkarna anak ortunya selingkuh kdrt kasihan adik lihat kandung selingkuh sih mending orangtua cerai,"['selingkuh', 'kdrtnkarna', 'anak', 'ortunya', 'selingkuh', 'kdrt', 'kasihan', 'adik', 'lihat', 'kandung', 'selingkuh', 'sih', 'mending', 'orangtua', 'cerai']",-16,2
"Kl dr aku sendiri takut nikah cepet2, soalnya dr kemaren denger kasus dr KDRT, Perselingkuhan, sampe Pembunuhan. Yng ngelakuin? Suami dan keluarganya...",kl takut nikah cepat kemarin dengar kdrt selingkuh bunuh yng ngelakuin suami keluarga,"['kl', 'takut', 'nikah', 'cepat', 'kemarin', 'dengar', 'kdrt', 'selingkuh', 'bunuh', 'yng', 'ngelakuin', 'suami', 'keluarga']",-11,2
Siap pak https://t.co/blbQZUDq9h,,[],0,0
"Kenapa banyak generasi skrg nunda nikah? Karena rumah, tanah, dll MAHAL.\nKenapa mahal? Karena generasi Boomer sendiri yg beranak pinak, doyan borong aset, trus dijual mahal ke generasi skrg.\nLalu apa yang terjadi? Ya betul, banyak bermunculan Sandwich Generation.",generasi nunda nikah rumah tanah mahalnkenapa mahal generasi boomer anak pinak suka borong aset jual mahal generasi skrgnlalu muncul sandwich generation,"['generasi', 'nunda', 'nikah', 'rumah', 'tanah', 'mahalnkenapa', 'mahal', 'generasi', 'boomer', 'anak', 'pinak', 'suka', 'borong', 'aset', 'jual', 'mahal', 'generasi', 'skrgnlalu', 'muncul', 'sandwich', 'generation']",-9,2
"@NdrewsTjan Tapi ternyata karena kesabaran Bapaklah pernikahan itu bisa langgeng sampai sekarang. Karena sebenarnya memang wajar berantem atau beda pemahaman (kecuali selingkuh/KDRT) dalam suatu hubungan itu, apalagi pernikahan. Yg terpenting harus ada yg mau menurunkan ego/ngalah.",sabar bapak nikah langgeng wajar tengkar beda paham kecuali selingkuhkdrt hubung nikah penting turun egongalah,"['sabar', 'bapak', 'nikah', 'langgeng', 'wajar', 'tengkar', 'beda', 'paham', 'kecuali', 'selingkuhkdrt', 'hubung', 'nikah', 'penting', 'turun', 'egongalah']",-6,2
@seungminbogor ak gmpar mw?,gmpar,['gmpar'],0,0
"@Sepongbep @RafiElfansyah ppffft begitulah, kebanyakan yg di puji² terus ijung2nya ada berita selingkuh, cerai, kdrt dll..\nemng bener kemesraan rumah tangga tu jan terlalu di ekspos, klo di islam ada namanya ain 🤣",ppffft banyak puji ijungnya berita selingkuh cerai kdrt dllnemng mesra rumah tangga jan ekspos islam nama ain,"['ppffft', 'banyak', 'puji', 'ijungnya', 'berita', 'selingkuh', 'cerai', 'kdrt', 'dllnemng', 'mesra', 'rumah', 'tangga', 'jan', 'ekspos', 'islam', 'nama', 'ain']",-10,2
"@meila_lef 😂😂😂,,,y udah mandi gih, ntar kna kdrt😀",y mandi gih kena kdrt,"['y', 'mandi', 'gih', 'kena', 'kdrt']",-3,2
@Ohshuny @yeoliismine @byunbear_ @noviaerina19 @nicha_pcyeol @Aylwmj49 Kdrt woi 😭,kdrt woi,"['kdrt', 'woi']",0,0
@adri_7i Serem ah pake KDRT 🤣🤣🤣,rem ah pakai kdrt,"['rem', 'ah', 'pakai', 'kdrt']",-5,2
"gue keknya pernah bilang ke mama gue, Klo bisa muter waktu, jgn nikah sm papa ya. Cari yg lain aja"" dan mama gue nolak blg nanti gak dpt gue. Pdhl gpp gaada gue juga, kali aja nanti anaknya lebih baik drpd gue apalagi kalo anaknya hidup dikeluarga berkecukupan tanpa kdrt.""",bilang mama klo muter nikah papa cari mama tolak bilang pdhl apa kali anak anak hidup keluarga cukup kdrt,"['bilang', 'mama', 'klo', 'muter', 'nikah', 'papa', 'cari', 'mama', 'tolak', 'bilang', 'pdhl', 'apa', 'kali', 'anak', 'anak', 'hidup', 'keluarga', 'cukup', 'kdrt']",-9,2
@NdrewsTjan Setuju sih soal masalah lain selain affair dan kdrt itu memang setidaknya bisa dikomunikasikan alias ga mesti cerai.,tuju sih affair kdrt komunikasi alias mesti cerai,"['tuju', 'sih', 'affair', 'kdrt', 'komunikasi', 'alias', 'mesti', 'cerai']",-10,2
"Setuju ndre. Selama gak ada fundamental yg dilanggar, (kdrt, selingkuh dll). W rasa masih bisa diobrolin. Disertai konseling maupun wasilah.",tuju ndre fundamental langgar kdrt selingkuh w diobrolin serta konseling wasilah,"['tuju', 'ndre', 'fundamental', 'langgar', 'kdrt', 'selingkuh', 'w', 'diobrolin', 'serta', 'konseling', 'wasilah']",-8,2
"Para suami istri ini kalau mau cerai cba pikirin anak2nya. Cma krna ego digedein, anak2 yg masih kecil jadi bingung bapak ibunya pisah dan gk tau mau ikut siapa. Dikira enak kali ya lihat bgtuan",suami istri cerai cba pikirin anak cma ego digedein anak bingung ibu pisah enak kali lihat bgtuan,"['suami', 'istri', 'cerai', 'cba', 'pikirin', 'anak', 'cma', 'ego', 'digedein', 'anak', 'bingung', 'ibu', 'pisah', 'enak', 'kali', 'lihat', 'bgtuan']",-6,2
"@jogmfs Haha, bapaku dulu udah ketauan selingkuh berkali kali sama mamaku, tapi sekarang masih bersama, dulu kdrt juga seingetku, tapi gk tau kenapa mamahku bertahan sampe sekarang. Yaa sekarang alhamdulillah gak pernah begitu lagi,",haha bapa tau selingkuh kali kali mama kdrt seingetku mamah tahan yaa alhamdulillah,"['haha', 'bapa', 'tau', 'selingkuh', 'kali', 'kali', 'mama', 'kdrt', 'seingetku', 'mamah', 'tahan', 'yaa', 'alhamdulillah']",2,1
"@wlfdeersh @tanyakanrl Manusia tempat salah tapi jangan lupa mereka juga punya tanggung jawab buat ngelakuin kesalahan itu. Kl semua orang punya pemikiran kaya gini, orang bakal males speak up masalah perselingkuhan, kdrt dsb. Aib virgoun udh ditahan, tp virgoun sendiri yg g kapok. Ga tau diri namanya.",manusia salah lupa tanggung ngelakuin salah kl orang pikir kaya gin orang males speak up selingkuh kdrt aib virgoun tahan virgoun kapok nama,"['manusia', 'salah', 'lupa', 'tanggung', 'ngelakuin', 'salah', 'kl', 'orang', 'pikir', 'kaya', 'gin', 'orang', 'males', 'speak', 'up', 'selingkuh', 'kdrt', 'aib', 'virgoun', 'tahan', 'virgoun', 'kapok', 'nama']",-27,2
"Angka Pernikahan Dini di Pati Tinggi, Disinyalir Jadi Sebab KDRT \n\nSelengkapnya Klik Tautan Berikut ini \n#pati #pernikahandini #kdrt #infomuria \n\nhttps://t.co/3iI70Yif6K",angka nikah pati sinyalir kdrt nnselengkapnya klik taut npati pernikahandini kdrt infomuria nn,"['angka', 'nikah', 'pati', 'sinyalir', 'kdrt', 'nnselengkapnya', 'klik', 'taut', 'npati', 'pernikahandini', 'kdrt', 'infomuria', 'nn']",-5,2
"@kanigaraharsa @tanyarlfes Prenup aku dan pasangan cuma tentang kdrt dan perselingkuhan. \n\nKalau kdrt, gue bisa berantem. \nKalau selingkuh, sorry, i deserve better",prenup pasang kdrt selingkuh nnkalau kdrt tengkar nkalau selingkuh sorry i deserve better,"['prenup', 'pasang', 'kdrt', 'selingkuh', 'nnkalau', 'kdrt', 'tengkar', 'nkalau', 'selingkuh', 'sorry', 'i', 'deserve', 'better']",-13,2
"@angewwie @astikamindya Bokap gue kdrt ke nyokap. Nyokap pun selingkuh akhirnya sama tmn kantornya. Gue udah paham padahal gue masih 4 tahun. Pas gue umur 6 tahun, bokap meninggal. That’s the blessing in disguise that had happened in my life. Gue ga paham hidup gue akan gimana kalo mereka masih nikah.",bokap kdrt nyokap nyokap selingkuh teman kantor gue paham pas umur ayah tinggal thats the blessing in disguise that had happened in my life gue paham hidup gimana nikah,"['bokap', 'kdrt', 'nyokap', 'nyokap', 'selingkuh', 'teman', 'kantor', 'gue', 'paham', 'pas', 'umur', 'ayah', 'tinggal', 'thats', 'the', 'blessing', 'in', 'disguise', 'that', 'had', 'happened', 'in', 'my', 'life', 'gue', 'paham', 'hidup', 'gimana', 'nikah']",-7,2
"@bungalotus25 @meila_lef Mba nai jadi saksi ya, takut terjadi KDRT 🤣🤣",mba nai saksi takut kdrt,"['mba', 'nai', 'saksi', 'takut', 'kdrt']",-2,2
@hrtance Kdrt bgt njirr,kdrt njirr,"['kdrt', 'njirr']",0,0
Cucuku kdrt hng tyda lyke,cucu kdrt hng tyda lyke,"['cucu', 'kdrt', 'hng', 'tyda', 'lyke']",0,0
@mainanmulu tapi kdrt,kdrt,['kdrt'],0,0
mana ada kdrt ini namanya bentuk kasih sayang melalui physical touch(screen ancur),kdrt nama bentuk kasih sayang physical touchscreen hancur,"['kdrt', 'nama', 'bentuk', 'kasih', 'sayang', 'physical', 'touchscreen', 'hancur']",5,1
"perselingkuhan itu termasuk KDRT, it's mental abuse",selingkuh kdrt its mental abuse,"['selingkuh', 'kdrt', 'its', 'mental', 'abuse']",-5,2
"@gfepard kasian bgt kdrt, kok km tahan",kasihan kdrt tahan,"['kasihan', 'kdrt', 'tahan']",0,0
https://t.co/wac8dIvYTs,,[],0,0
"@NdrewsTjan @angewwie So you agree kalau KDRT dan affair, cerai menjadi salah satu solusi?",so you agree kdrt affair cerai salah solusi,"['so', 'you', 'agree', 'kdrt', 'affair', 'cerai', 'salah', 'solusi']",-5,2
"@nneiva_ @21flawss @tanyakanrl Iya kdrt jelas kabur lah ngapain kekerasan bisa meningkat ke pembunuhan \n\nnyawa tetep utama\n\nsetelah proses"" itu maksudnya proses perceraian ya ?""",iya kdrt kabur ngapain keras tingkat bunuh nnnyawa utamannsetelah proses maksud proses cerai,"['iya', 'kdrt', 'kabur', 'ngapain', 'keras', 'tingkat', 'bunuh', 'nnnyawa', 'utamannsetelah', 'proses', 'maksud', 'proses', 'cerai']",-6,2
stop kdrt😡‼️@levmbur https://t.co/mxMXqUw2w0,stop kdrt,"['stop', 'kdrt']",0,0
"@ray_kairi @A_wisesa_k @xxtravert saya bukan mengomentari kasus desta tapi statement selingkuh adalah masalah pribadi beda dengan KDRT"" karena bagi saya selingkuh adalah kekerasan.\n\nsemoga membantu 🙏🏼""",komentar desta statement selingkuh pribadi beda kdrt selingkuh kekerasannnsemoga bantu,"['komentar', 'desta', 'statement', 'selingkuh', 'pribadi', 'beda', 'kdrt', 'selingkuh', 'kekerasannnsemoga', 'bantu']",-13,2
@flore_ta @NdrewsTjan iya tapi bermasalah kan?,iya masalah,"['iya', 'masalah']",-4,2
"@angewwie Dulu pas masih masih SD berharap ibu gua cere trus nikah lagi dpt suami yg baik wkwk,serem liat emak dipukulin pas berantem,walaupun papah udh gak ada,tpi masih ada rasa kesel juga,kdrt,selingkuh,nafkah kurang,menderita sekali",pas sd harap cere nikah suami wkwkserem liat emak dipukulin pas berantemwalaupun papah adatpi kesal jugakdrtselingkuhnafkah kurangmenderita,"['pas', 'sd', 'harap', 'cere', 'nikah', 'suami', 'wkwkserem', 'liat', 'emak', 'dipukulin', 'pas', 'berantemwalaupun', 'papah', 'adatpi', 'kesal', 'jugakdrtselingkuhnafkah', 'kurangmenderita']",5,1
@anyaselalubenar Yg diberitakan media cuma pasangan yg negatif (cerai/selingkuh/kdrt) saja.. pdhl pasangan yg positif (setia/harmonis/bahagia) itu lbh banyak tp jarang diberitakan,berita media pasang negatif ceraiselingkuhkdrt pasang positif setiaharmonisbahagia jarang berita,"['berita', 'media', 'pasang', 'negatif', 'ceraiselingkuhkdrt', 'pasang', 'positif', 'setiaharmonisbahagia', 'jarang', 'berita']",4,1
@angewwie @flore_ta Gk ada namanya suami istri yg gk bermasalah. Semua akan bermasalah. Cma bedanya mau memperbaiki atau gak. Itu aja. Ini dikuar kasus kdrt dan affair yah.,gk nama suami istri masalah masalah cma beda baik kuar kdrt affair yah,"['gk', 'nama', 'suami', 'istri', 'masalah', 'masalah', 'cma', 'beda', 'baik', 'kuar', 'kdrt', 'affair', 'yah']",-8,2
"Adapun dua permohonan penghentian penuntutan berdasarkan Restorative Justice yang diajukan adalah atas perkara pencurian sebagaimana diatur dalam Pasal 362 KUHP, dan atas perkara Kasus Kekerasan Dalam Rumah Tangga (KDRT) atau Kekerasan Terhadap Anak sebagaimana yang diatur dalam",mohon henti tuntut dasar restorative justice aju perkara curi atur pasal kuhp perkara keras rumah tangga kdrt keras anak atur,"['mohon', 'henti', 'tuntut', 'dasar', 'restorative', 'justice', 'aju', 'perkara', 'curi', 'atur', 'pasal', 'kuhp', 'perkara', 'keras', 'rumah', 'tangga', 'kdrt', 'keras', 'anak', 'atur']",-27,2
"Target filmya ditujukan ke para orang tua biar mereka memahami sudut pandang anak2 yg ortunya bercerai, yg sangat tdk enak dimana saat masih kecil sudah punya beban menentukan ikut ayah atau ibunya. \n\n( pembahasan ini mengecualikan kasus kdrt ke istri dan anak ) https://t.co/m27Qa6ptUo",target filmya orang tua biar paham sudut pandang anak ortunya cerai enak mana beban tentu ayah ibu nn bahas kecuali kdrt istri anak,"['target', 'filmya', 'orang', 'tua', 'biar', 'paham', 'sudut', 'pandang', 'anak', 'ortunya', 'cerai', 'enak', 'mana', 'beban', 'tentu', 'ayah', 'ibu', 'nn', 'bahas', 'kecuali', 'kdrt', 'istri', 'anak']",-12,2
